origin,destination,hour,origin_category,dest_category,multiplier,priority_weight,expected_trips,trips
S.R. Crown Hall,Kaplan Institute,18,Academic,Academic,0.5,1.0,4.0,5
S.R. Crown Hall,Kaplan Institute,19,Academic,Academic,0.2,1.0,1.6,1
S.R. Crown Hall,Kaplan Institute,20,Academic,Academic,0.2,1.0,1.6,2
S.R. Crown Hall,Kaplan Institute,21,Academic,Academic,0.2,1.0,1.6,0
S.R. Crown Hall,Kaplan Institute,22,Academic,Academic,0.2,1.0,1.6,3
S.R. Crown Hall,Main Building,7,Academic,Academic,0.2,1.0,1.6,2
S.R. Crown Hall,Main Building,8,Academic,Academic,0.5,1.0,4.0,4
S.R. Crown Hall,Main Building,9,Academic,Academic,0.5,1.0,4.0,7
S.R. Crown Hall,Main Building,10,Academic,Academic,0.5,1.0,4.0,4
S.R. Crown Hall,Main Building,11,Academic,Academic,0.5,1.0,4.0,6
S.R. Crown Hall,Main Building,12,Academic,Academic,0.5,1.0,4.0,5
S.R. Crown Hall,Main Building,13,Academic,Academic,0.5,1.0,4.0,6
S.R. Crown Hall,Main Building,14,Academic,Academic,0.5,1.0,4.0,6
S.R. Crown Hall,Main Building,15,Academic,Academic,0.5,1.0,4.0,2
S.R. Crown Hall,Main Building,16,Academic,Academic,0.5,1.0,4.0,5
S.R. Crown Hall,Main Building,17,Academic,Academic,0.5,1.0,4.0,5
S.R. Crown Hall,Main Building,18,Academic,Academic,0.5,1.0,4.0,7
S.R. Crown Hall,Main Building,19,Academic,Academic,0.2,1.0,1.6,1
S.R. Crown Hall,Main Building,20,Academic,Academic,0.2,1.0,1.6,1
S.R. Crown Hall,Main Building,21,Academic,Academic,0.2,1.0,1.6,1
S.R. Crown Hall,Main Building,22,Academic,Academic,0.2,1.0,1.6,0
S.R. Crown Hall,McCormick Student Village,7,Academic,Residence,0.1,1.0,0.8,0
S.R. Crown Hall,McCormick Student Village,8,Academic,Residence,0.1,1.0,0.8,1
S.R. Crown Hall,McCormick Student Village,9,Academic,Residence,0.1,1.0,0.8,2
S.R. Crown Hall,McCormick Student Village,10,Academic,Residence,0.1,1.0,0.8,0
S.R. Crown Hall,McCormick Student Village,11,Academic,Residence,0.1,1.0,0.8,2
S.R. Crown Hall,McCormick Student Village,12,Academic,Residence,0.4,1.0,3.2,3
S.R. Crown Hall,McCormick Student Village,13,Academic,Residence,0.4,1.0,3.2,2
S.R. Crown Hall,McCormick Student Village,14,Academic,Residence,0.4,1.0,3.2,1
S.R. Crown Hall,McCormick Student Village,15,Academic,Residence,0.1,1.0,0.8,1
S.R. Crown Hall,McCormick Student Village,16,Academic,Residence,1.0,1.0,8.0,9
S.R. Crown Hall,McCormick Student Village,17,Academic,Residence,1.0,1.0,8.0,9
S.R. Crown Hall,McCormick Student Village,18,Academic,Residence,1.0,1.0,8.0,8
S.R. Crown Hall,McCormick Student Village,19,Academic,Residence,0.3,1.0,2.4,3
S.R. Crown Hall,McCormick Student Village,20,Academic,Residence,0.3,1.0,2.4,5
S.R. Crown Hall,McCormick Student Village,21,Academic,Residence,0.3,1.0,2.4,1
S.R. Crown Hall,McCormick Student Village,22,Academic,Residence,0.1,1.0,0.8,0
S.R. Crown Hall,McCormick Tribune Campus Center,7,Academic,Student Center,0.2,1.0,1.6,2
S.R. Crown Hall,McCormick Tribune Campus Center,8,Academic,Student Center,0.5,1.0,4.0,6
S.R. Crown Hall,McCormick Tribune Campus Center,9,Academic,Student Center,0.5,1.0,4.0,3
S.R. Crown Hall,McCormick Tribune Campus Center,10,Academic,Student Center,0.5,1.0,4.0,2
S.R. Crown Hall,McCormick Tribune Campus Center,11,Academic,Student Center,0.5,1.0,4.0,5
S.R. Crown Hall,McCormick Tribune Campus Center,12,Academic,Student Center,0.5,1.0,4.0,2
S.R. Crown Hall,McCormick Tribune Campus Center,13,Academic,Student Center,0.5,1.0,4.0,5
S.R. Crown Hall,McCormick Tribune Campus Center,14,Academic,Student Center,0.5,1.0,4.0,4
S.R. Crown Hall,McCormick Tribune Campus Center,15,Academic,Student Center,0.5,1.0,4.0,0
S.R. Crown Hall,McCormick Tribune Campus Center,16,Academic,Student Center,0.5,1.0,4.0,3
S.R. Crown Hall,McCormick Tribune Campus Center,17,Academic,Student Center,0.5,1.0,4.0,3
S.R. Crown Hall,McCormick Tribune Campus Center,18,Academic,Student Center,0.5,1.0,4.0,1
S.R. Crown Hall,McCormick Tribune Campus Center,19,Academic,Student Center,0.2,1.0,1.6,1
S.R. Crown Hall,McCormick Tribune Campus Center,20,Academic,Student Center,0.2,1.0,1.6,1
S.R. Crown Hall,McCormick Tribune Campus Center,21,Academic,Student Center,0.2,1.0,1.6,0
S.R. Crown Hall,McCormick Tribune Campus Center,22,Academic,Student Center,0.2,1.0,1.6,4
S.R. Crown Hall,Paul Galvin Library,7,Academic,Library,0.1,1.0,0.8,1
S.R. Crown Hall,Paul Galvin Library,8,Academic,Library,0.1,1.0,0.8,0
S.R. Crown Hall,Paul Galvin Library,9,Academic,Library,0.1,1.0,0.8,2
S.R. Crown Hall,Paul Galvin Library,10,Academic,Library,0.6,1.0,4.8,3
S.R. Crown Hall,Paul Galvin Library,11,Academic,Library,0.6,1.0,4.8,3
S.R. Crown Hall,Paul Galvin Library,12,Academic,Library,0.6,1.0,4.8,5
S.R. Crown Hall,Paul Galvin Library,13,Academic,Library,0.6,1.0,4.8,4
S.R. Crown Hall,Paul Galvin Library,14,Academic,Library,0.6,1.0,4.8,6
S.R. Crown Hall,Paul Galvin Library,15,Academic,Library,0.6,1.0,4.8,3
S.R. Crown Hall,Paul Galvin Library,16,Academic,Library,0.6,1.0,4.8,4
S.R. Crown Hall,Paul Galvin Library,17,Academic,Library,0.6,1.0,4.8,8
S.R. Crown Hall,Paul Galvin Library,18,Academic,Library,0.6,1.0,4.8,9
S.R. Crown Hall,Paul Galvin Library,19,Academic,Library,0.6,1.0,4.8,4
S.R. Crown Hall,Paul Galvin Library,20,Academic,Library,0.6,1.0,4.8,5
S.R. Crown Hall,Paul Galvin Library,21,Academic,Library,0.6,1.0,4.8,3
S.R. Crown Hall,Paul Galvin Library,22,Academic,Library,0.6,1.0,4.8,6
S.R. Crown Hall,Perlstein Hall,7,Academic,Academic,0.2,1.0,1.6,1
S.R. Crown Hall,Perlstein Hall,8,Academic,Academic,0.5,1.0,4.0,5
S.R. Crown Hall,Perlstein Hall,9,Academic,Academic,0.5,1.0,4.0,4
S.R. Crown Hall,Perlstein Hall,10,Academic,Academic,0.5,1.0,4.0,2
S.R. Crown Hall,Perlstein Hall,11,Academic,Academic,0.5,1.0,4.0,5
S.R. Crown Hall,Perlstein Hall,12,Academic,Academic,0.5,1.0,4.0,6
S.R. Crown Hall,Perlstein Hall,13,Academic,Academic,0.5,1.0,4.0,1
S.R. Crown Hall,Perlstein Hall,14,Academic,Academic,0.5,1.0,4.0,6
S.R. Crown Hall,Perlstein Hall,15,Academic,Academic,0.5,1.0,4.0,6
S.R. Crown Hall,Perlstein Hall,16,Academic,Academic,0.5,1.0,4.0,5
S.R. Crown Hall,Perlstein Hall,17,Academic,Academic,0.5,1.0,4.0,3
S.R. Crown Hall,Perlstein Hall,18,Academic,Academic,0.5,1.0,4.0,3
S.R. Crown Hall,Perlstein Hall,19,Academic,Academic,0.2,1.0,1.6,3
S.R. Crown Hall,Perlstein Hall,20,Academic,Academic,0.2,1.0,1.6,0
S.R. Crown Hall,Perlstein Hall,21,Academic,Academic,0.2,1.0,1.6,2
S.R. Crown Hall,Perlstein Hall,22,Academic,Academic,0.2,1.0,1.6,0
S.R. Crown Hall,Pritzker Science Center,7,Academic,Academic,0.2,1.0,1.6,0
S.R. Crown Hall,Pritzker Science Center,8,Academic,Academic,0.5,1.0,4.0,3
S.R. Crown Hall,Pritzker Science Center,9,Academic,Academic,0.5,1.0,4.0,4
S.R. Crown Hall,Pritzker Science Center,10,Academic,Academic,0.5,1.0,4.0,6
S.R. Crown Hall,Pritzker Science Center,11,Academic,Academic,0.5,1.0,4.0,3
S.R. Crown Hall,Pritzker Science Center,12,Academic,Academic,0.5,1.0,4.0,5
S.R. Crown Hall,Pritzker Science Center,13,Academic,Academic,0.5,1.0,4.0,3
S.R. Crown Hall,Pritzker Science Center,14,Academic,Academic,0.5,1.0,4.0,6
S.R. Crown Hall,Pritzker Science Center,15,Academic,Academic,0.5,1.0,4.0,5
S.R. Crown Hall,Pritzker Science Center,16,Academic,Academic,0.5,1.0,4.0,3
S.R. Crown Hall,Pritzker Science Center,17,Academic,Academic,0.5,1.0,4.0,4
S.R. Crown Hall,Pritzker Science Center,18,Academic,Academic,0.5,1.0,4.0,2
S.R. Crown Hall,Pritzker Science Center,19,Academic,Academic,0.2,1.0,1.6,1
S.R. Crown Hall,Pritzker Science Center,20,Academic,Academic,0.2,1.0,1.6,2
S.R. Crown Hall,Pritzker Science Center,21,Academic,Academic,0.2,1.0,1.6,4
S.R. Crown Hall,Pritzker Science Center,22,Academic,Academic,0.2,1.0,1.6,1
S.R. Crown Hall,Rowe Village Middle,7,Academic,Residence,0.1,0.75,0.6,0
S.R. Crown Hall,Rowe Village Middle,8,Academic,Residence,0.1,0.75,0.6,2
S.R. Crown Hall,Rowe Village Middle,9,Academic,Residence,0.1,0.75,0.6,1
S.R. Crown Hall,Rowe Village Middle,10,Academic,Residence,0.1,0.75,0.6,1
S.R. Crown Hall,Rowe Village Middle,11,Academic,Residence,0.1,0.75,0.6,1
S.R. Crown Hall,Rowe Village Middle,12,Academic,Residence,0.4,0.75,2.4,4
S.R. Crown Hall,Rowe Village Middle,13,Academic,Residence,0.4,0.75,2.4,4
S.R. Crown Hall,Rowe Village Middle,14,Academic,Residence,0.4,0.75,2.4,4
S.R. Crown Hall,Rowe Village Middle,15,Academic,Residence,0.1,0.75,0.6,1
S.R. Crown Hall,Rowe Village Middle,16,Academic,Residence,1.0,0.75,6.0,5
S.R. Crown Hall,Rowe Village Middle,17,Academic,Residence,1.0,0.75,6.0,5
S.R. Crown Hall,Rowe Village Middle,18,Academic,Residence,1.0,0.75,6.0,7
S.R. Crown Hall,Rowe Village Middle,19,Academic,Residence,0.3,0.75,1.8,2
S.R. Crown Hall,Rowe Village Middle,20,Academic,Residence,0.3,0.75,1.8,3
S.R. Crown Hall,Rowe Village Middle,21,Academic,Residence,0.3,0.75,1.8,4
S.R. Crown Hall,Rowe Village Middle,22,Academic,Residence,0.1,0.75,0.6,0
S.R. Crown Hall,The Commons,7,Academic,Dining,0.5,1.0,4.0,4
S.R. Crown Hall,The Commons,8,Academic,Dining,0.5,1.0,4.0,7
S.R. Crown Hall,The Commons,9,Academic,Dining,0.5,1.0,4.0,1
S.R. Crown Hall,The Commons,10,Academic,Dining,0.2,1.0,1.6,2
S.R. Crown Hall,The Commons,11,Academic,Dining,1.0,1.0,8.0,5
S.R. Crown Hall,The Commons,12,Academic,Dining,1.0,1.0,8.0,5
S.R. Crown Hall,The Commons,13,Academic,Dining,1.0,1.0,8.0,8
S.R. Crown Hall,The Commons,14,Academic,Dining,0.2,1.0,1.6,2
S.R. Crown Hall,The Commons,15,Academic,Dining,0.2,1.0,1.6,2
S.R. Crown Hall,The Commons,16,Academic,Dining,0.2,1.0,1.6,3
S.R. Crown Hall,The Commons,17,Academic,Dining,1.0,1.0,8.0,5
S.R. Crown Hall,The Commons,18,Academic,Dining,1.0,1.0,8.0,10
S.R. Crown Hall,The Commons,19,Academic,Dining,1.0,1.0,8.0,10
S.R. Crown Hall,The Commons,20,Academic,Dining,0.2,1.0,1.6,0
S.R. Crown Hall,The Commons,21,Academic,Dining,0.2,1.0,1.6,2
S.R. Crown Hall,The Commons,22,Academic,Dining,0.2,1.0,1.6,1
The Commons,Alpha Sigma Phi,7,Dining,Greek Housing,0.2,0.25,0.4,0
The Commons,Alpha Sigma Phi,8,Dining,Greek Housing,0.5,0.25,1.0,1
The Commons,Alpha Sigma Phi,9,Dining,Greek Housing,0.5,0.25,1.0,0
The Commons,Alpha Sigma Phi,10,Dining,Greek Housing,0.5,0.25,1.0,0
The Commons,Alpha Sigma Phi,11,Dining,Greek Housing,0.5,0.25,1.0,1
The Commons,Alpha Sigma Phi,12,Dining,Greek Housing,0.5,0.25,1.0,2
The Commons,Alpha Sigma Phi,13,Dining,Greek Housing,0.5,0.25,1.0,1
The Commons,Alpha Sigma Phi,14,Dining,Greek Housing,0.5,0.25,1.0,1
The Commons,Alpha Sigma Phi,15,Dining,Greek Housing,0.5,0.25,1.0,3
The Commons,Alpha Sigma Phi,16,Dining,Greek Housing,0.5,0.25,1.0,0
The Commons,Alpha Sigma Phi,17,Dining,Greek Housing,0.5,0.25,1.0,3
The Commons,Alpha Sigma Phi,18,Dining,Greek Housing,0.5,0.25,1.0,0
The Commons,Alpha Sigma Phi,19,Dining,Greek Housing,0.2,0.25,0.4,0
The Commons,Alpha Sigma Phi,20,Dining,Greek Housing,0.2,0.25,0.4,0
The Commons,Alpha Sigma Phi,21,Dining,Greek Housing,0.2,0.25,0.4,0
The Commons,Alpha Sigma Phi,22,Dining,Greek Housing,0.2,0.25,0.4,0
The Commons,Arthur S. Keating Sports Center,7,Dining,Recreation,0.2,0.75,1.2,3
The Commons,Arthur S. Keating Sports Center,8,Dining,Recreation,0.2,0.75,1.2,2
The Commons,Arthur S. Keating Sports Center,9,Dining,Recreation,0.2,0.75,1.2,1
The Commons,Arthur S. Keating Sports Center,10,Dining,Recreation,0.2,0.75,1.2,0
The Commons,Arthur S. Keating Sports Center,11,Dining,Recreation,0.2,0.75,1.2,1
The Commons,Arthur S. Keating Sports Center,12,Dining,Recreation,0.2,0.75,1.2,1
The Commons,Arthur S. Keating Sports Center,13,Dining,Recreation,0.2,0.75,1.2,1
The Commons,Arthur S. Keating Sports Center,14,Dining,Recreation,0.2,0.75,1.2,2
The Commons,Arthur S. Keating Sports Center,15,Dining,Recreation,0.7,0.75,4.2,4
The Commons,Arthur S. Keating Sports Center,16,Dining,Recreation,0.7,0.75,4.2,3
The Commons,Arthur S. Keating Sports Center,17,Dining,Recreation,0.7,0.75,4.2,6
The Commons,Arthur S. Keating Sports Center,18,Dining,Recreation,0.7,0.75,4.2,5
The Commons,Arthur S. Keating Sports Center,19,Dining,Recreation,0.7,0.75,4.2,0
The Commons,Arthur S. Keating Sports Center,20,Dining,Recreation,0.7,0.75,4.2,1
The Commons,Arthur S. Keating Sports Center,21,Dining,Recreation,0.7,0.75,4.2,4
The Commons,Arthur S. Keating Sports Center,22,Dining,Recreation,0.2,0.75,1.2,1
The Commons,Chemistry Research Building,7,Dining,Academic,0.2,0.75,1.2,4
The Commons,Chemistry Research Building,8,Dining,Academic,0.5,0.75,3.0,2
The Commons,Chemistry Research Building,9,Dining,Academic,0.5,0.75,3.0,3
The Commons,Chemistry Research Building,10,Dining,Academic,0.5,0.75,3.0,0
The Commons,Chemistry Research Building,11,Dining,Academic,0.5,0.75,3.0,0
The Commons,Chemistry Research Building,12,Dining,Academic,0.5,0.75,3.0,0
The Commons,Chemistry Research Building,13,Dining,Academic,0.5,0.75,3.0,1
The Commons,Chemistry Research Building,14,Dining,Academic,0.5,0.75,3.0,3
The Commons,Chemistry Research Building,15,Dining,Academic,0.5,0.75,3.0,5
The Commons,Chemistry Research Building,16,Dining,Academic,0.5,0.75,3.0,7
The Commons,Chemistry Research Building,17,Dining,Academic,0.5,0.75,3.0,0
The Commons,Chemistry Research Building,18,Dining,Academic,0.5,0.75,3.0,4
The Commons,Chemistry Research Building,19,Dining,Academic,0.2,0.75,1.2,1
The Commons,Chemistry Research Building,20,Dining,Academic,0.2,0.75,1.2,1
The Commons,Chemistry Research Building,21,Dining,Academic,0.2,0.75,1.2,1
The Commons,Chemistry Research Building,22,Dining,Academic,0.2,0.75,1.2,2
The Commons,Cunningham Hall,7,Dining,Residence,0.2,0.75,1.2,1
The Commons,Cunningham Hall,8,Dining,Residence,0.5,0.75,3.0,0
The Commons,Cunningham Hall,9,Dining,Residence,0.5,0.75,3.0,3
The Commons,Cunningham Hall,10,Dining,Residence,0.5,0.75,3.0,1
The Commons,Cunningham Hall,11,Dining,Residence,0.5,0.75,3.0,3
The Commons,Cunningham Hall,12,Dining,Residence,0.5,0.75,3.0,6
The Commons,Cunningham Hall,13,Dining,Residence,0.5,0.75,3.0,3
The Commons,Cunningham Hall,14,Dining,Residence,0.5,0.75,3.0,5
The Commons,Cunningham Hall,15,Dining,Residence,0.5,0.75,3.0,2
The Commons,Cunningham Hall,16,Dining,Residence,0.5,0.75,3.0,1
The Commons,Cunningham Hall,17,Dining,Residence,0.5,0.75,3.0,4
The Commons,Cunningham Hall,18,Dining,Residence,0.5,0.75,3.0,7
The Commons,Cunningham Hall,19,Dining,Residence,0.2,0.75,1.2,1
The Commons,Cunningham Hall,20,Dining,Residence,0.2,0.75,1.2,1
The Commons,Cunningham Hall,21,Dining,Residence,0.2,0.75,1.2,3
The Commons,Cunningham Hall,22,Dining,Residence,0.2,0.75,1.2,3
The Commons,Farr Hall,7,Dining,Residence,0.2,0.75,1.2,0
The Commons,Farr Hall,8,Dining,Residence,0.5,0.75,3.0,0
The Commons,Farr Hall,9,Dining,Residence,0.5,0.75,3.0,5
The Commons,Farr Hall,10,Dining,Residence,0.5,0.75,3.0,7
The Commons,Farr Hall,11,Dining,Residence,0.5,0.75,3.0,1
The Commons,Farr Hall,12,Dining,Residence,0.5,0.75,3.0,2
The Commons,Farr Hall,13,Dining,Residence,0.5,0.75,3.0,3
The Commons,Farr Hall,14,Dining,Residence,0.5,0.75,3.0,1
The Commons,Farr Hall,15,Dining,Residence,0.5,0.75,3.0,2
The Commons,Farr Hall,16,Dining,Residence,0.5,0.75,3.0,2
The Commons,Farr Hall,17,Dining,Residence,0.5,0.75,3.0,1
The Commons,Farr Hall,18,Dining,Residence,0.5,0.75,3.0,7
The Commons,Farr Hall,19,Dining,Residence,0.2,0.75,1.2,0
The Commons,Farr Hall,20,Dining,Residence,0.2,0.75,1.2,2
The Commons,Farr Hall,21,Dining,Residence,0.2,0.75,1.2,5
The Commons,Farr Hall,22,Dining,Residence,0.2,0.75,1.2,2
The Commons,Grover M. Herman Hall,7,Dining,Admin,0.2,0.5,0.8,0
The Commons,Grover M. Herman Hall,8,Dining,Admin,0.5,0.5,2.0,3
The Commons,Grover M. Herman Hall,9,Dining,Admin,0.5,0.5,2.0,0
The Commons,Grover M. Herman Hall,10,Dining,Admin,0.5,0.5,2.0,1
The Commons,Grover M. Herman Hall,11,Dining,Admin,0.5,0.5,2.0,2
The Commons,Grover M. Herman Hall,12,Dining,Admin,0.5,0.5,2.0,1
The Commons,Grover M. Herman Hall,13,Dining,Admin,0.5,0.5,2.0,2
The Commons,Grover M. Herman Hall,14,Dining,Admin,0.5,0.5,2.0,0
The Commons,Grover M. Herman Hall,15,Dining,Admin,0.5,0.5,2.0,1
The Commons,Grover M. Herman Hall,16,Dining,Admin,0.5,0.5,2.0,0
The Commons,Grover M. Herman Hall,17,Dining,Admin,0.5,0.5,2.0,4
The Commons,Grover M. Herman Hall,18,Dining,Admin,0.5,0.5,2.0,2
The Commons,Grover M. Herman Hall,19,Dining,Admin,0.2,0.5,0.8,1
The Commons,Grover M. Herman Hall,20,Dining,Admin,0.2,0.5,0.8,0
The Commons,Grover M. Herman Hall,21,Dining,Admin,0.2,0.5,0.8,3
The Commons,Grover M. Herman Hall,22,Dining,Admin,0.2,0.5,0.8,2
The Commons,Kaplan Institute,7,Dining,Academic,0.2,1.0,1.6,3
The Commons,Kaplan Institute,8,Dining,Academic,0.5,1.0,4.0,4
The Commons,Kaplan Institute,9,Dining,Academic,0.5,1.0,4.0,3
The Commons,Kaplan Institute,10,Dining,Academic,0.5,1.0,4.0,5
The Commons,Kaplan Institute,11,Dining,Academic,0.5,1.0,4.0,2
The Commons,Kaplan Institute,12,Dining,Academic,0.5,1.0,4.0,3
The Commons,Kaplan Institute,13,Dining,Academic,0.5,1.0,4.0,4
The Commons,Kaplan Institute,14,Dining,Academic,0.5,1.0,4.0,2
The Commons,Kaplan Institute,15,Dining,Academic,0.5,1.0,4.0,1
The Commons,Kaplan Institute,16,Dining,Academic,0.5,1.0,4.0,5
The Commons,Kaplan Institute,17,Dining,Academic,0.5,1.0,4.0,6
The Commons,Kaplan Institute,18,Dining,Academic,0.5,1.0,4.0,7
The Commons,Kaplan Institute,19,Dining,Academic,0.2,1.0,1.6,1
The Commons,Kaplan Institute,20,Dining,Academic,0.2,1.0,1.6,0
The Commons,Kaplan Institute,21,Dining,Academic,0.2,1.0,1.6,2
The Commons,Kaplan Institute,22,Dining,Academic,0.2,1.0,1.6,2
The Commons,Main Building,7,Dining,Academic,0.2,1.0,1.6,2
The Commons,Main Building,8,Dining,Academic,0.5,1.0,4.0,6
The Commons,Main Building,9,Dining,Academic,0.5,1.0,4.0,4
The Commons,Main Building,10,Dining,Academic,0.5,1.0,4.0,4
The Commons,Main Building,11,Dining,Academic,0.5,1.0,4.0,4
The Commons,Main Building,12,Dining,Academic,0.5,1.0,4.0,7
The Commons,Main Building,13,Dining,Academic,0.5,1.0,4.0,9
The Commons,Main Building,14,Dining,Academic,0.5,1.0,4.0,3
The Commons,Main Building,15,Dining,Academic,0.5,1.0,4.0,5
The Commons,Main Building,16,Dining,Academic,0.5,1.0,4.0,3
The Commons,Main Building,17,Dining,Academic,0.5,1.0,4.0,1
The Commons,Main Building,18,Dining,Academic,0.5,1.0,4.0,5
The Commons,Main Building,19,Dining,Academic,0.2,1.0,1.6,1
The Commons,Main Building,20,Dining,Academic,0.2,1.0,1.6,2
The Commons,Main Building,21,Dining,Academic,0.2,1.0,1.6,0
The Commons,Main Building,22,Dining,Academic,0.2,1.0,1.6,3
The Commons,McCormick Student Village,7,Dining,Residence,0.2,1.0,1.6,3
The Commons,McCormick Student Village,8,Dining,Residence,0.5,1.0,4.0,4
The Commons,McCormick Student Village,9,Dining,Residence,0.5,1.0,4.0,3
The Commons,McCormick Student Village,10,Dining,Residence,0.5,1.0,4.0,5
The Commons,McCormick Student Village,11,Dining,Residence,0.5,1.0,4.0,6
The Commons,McCormick Student Village,12,Dining,Residence,0.5,1.0,4.0,5
The Commons,McCormick Student Village,13,Dining,Residence,0.5,1.0,4.0,1
The Commons,McCormick Student Village,14,Dining,Residence,0.5,1.0,4.0,3
The Commons,McCormick Student Village,15,Dining,Residence,0.5,1.0,4.0,6
The Commons,McCormick Student Village,16,Dining,Residence,0.5,1.0,4.0,1
The Commons,McCormick Student Village,17,Dining,Residence,0.5,1.0,4.0,2
The Commons,McCormick Student Village,18,Dining,Residence,0.5,1.0,4.0,4
The Commons,McCormick Student Village,19,Dining,Residence,0.2,1.0,1.6,0
The Commons,McCormick Student Village,20,Dining,Residence,0.2,1.0,1.6,0
The Commons,McCormick Student Village,21,Dining,Residence,0.2,1.0,1.6,1
The Commons,McCormick Student Village,22,Dining,Residence,0.2,1.0,1.6,2
The Commons,McCormick Tribune Campus Center,7,Dining,Student Center,0.2,1.0,1.6,1
The Commons,McCormick Tribune Campus Center,8,Dining,Student Center,0.5,1.0,4.0,7
The Commons,McCormick Tribune Campus Center,9,Dining,Student Center,0.5,1.0,4.0,3
The Commons,McCormick Tribune Campus Center,10,Dining,Student Center,0.5,1.0,4.0,3
The Commons,McCormick Tribune Campus Center,11,Dining,Student Center,0.5,1.0,4.0,3
The Commons,McCormick Tribune Campus Center,12,Dining,Student Center,0.5,1.0,4.0,6
The Commons,McCormick Tribune Campus Center,13,Dining,Student Center,0.5,1.0,4.0,5
The Commons,McCormick Tribune Campus Center,14,Dining,Student Center,0.5,1.0,4.0,4
The Commons,McCormick Tribune Campus Center,15,Dining,Student Center,0.5,1.0,4.0,2
The Commons,McCormick Tribune Campus Center,16,Dining,Student Center,0.5,1.0,4.0,5
The Commons,McCormick Tribune Campus Center,17,Dining,Student Center,0.5,1.0,4.0,6
The Commons,McCormick Tribune Campus Center,18,Dining,Student Center,0.5,1.0,4.0,2
The Commons,McCormick Tribune Campus Center,19,Dining,Student Center,0.2,1.0,1.6,0
The Commons,McCormick Tribune Campus Center,20,Dining,Student Center,0.2,1.0,1.6,2
The Commons,McCormick Tribune Campus Center,21,Dining,Student Center,0.2,1.0,1.6,1
The Commons,McCormick Tribune Campus Center,22,Dining,Student Center,0.2,1.0,1.6,1
The Commons,Paul Galvin Library,7,Dining,Library,0.1,1.0,0.8,2
The Commons,Paul Galvin Library,8,Dining,Library,0.1,1.0,0.8,0
The Commons,Paul Galvin Library,9,Dining,Library,0.1,1.0,0.8,2
The Commons,Paul Galvin Library,10,Dining,Library,0.6,1.0,4.8,4
The Commons,Paul Galvin Library,11,Dining,Library,0.6,1.0,4.8,3
The Commons,Paul Galvin Library,12,Dining,Library,0.6,1.0,4.8,1
The Commons,Paul Galvin Library,13,Dining,Library,0.6,1.0,4.8,8
The Commons,Paul Galvin Library,14,Dining,Library,0.6,1.0,4.8,6
The Commons,Paul Galvin Library,15,Dining,Library,0.6,1.0,4.8,3
The Commons,Paul Galvin Library,16,Dining,Library,0.6,1.0,4.8,3
The Commons,Paul Galvin Library,17,Dining,Library,0.6,1.0,4.8,8
The Commons,Paul Galvin Library,18,Dining,Library,0.6,1.0,4.8,6
The Commons,Paul Galvin Library,19,Dining,Library,0.6,1.0,4.8,1
The Commons,Paul Galvin Library,20,Dining,Library,0.6,1.0,4.8,7
